Academic Yr,Year Term,Semester,Ungrad Grad,Entry Status,College/School,Academic Division,Academic Department,Major Short Nm,Student Headcount,Prorated Student Count
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,1,1
2015-16,2016 Spring,Spring,Undergraduate,Other,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,2,2
2015-16,2016 Spring,Spring,Undergraduate,Other,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,2,2
2015-16,2016 Spring,Spring,Undergraduate,Other,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/MSE Joint Major,11,11
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/NE Joint Major,6,6
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,58,58
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,27,27
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,50,50
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,11,11
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,36,36
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,157,156.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,BioE/MSE Joint Major,2,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/MSE Joint Major,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/NE Joint Major,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/ME Joint Major,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Energy Engineering,3,3
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,3,3
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,8,8
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,2,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,18,18
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,7,7
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,120,119.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,2,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,114,114
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,22,22
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,14,14
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Sustainable Environ Dsgn,10,10
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Chemistry, Chemistry,6,5.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Computer Science, Computer Science,65,58.33333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Envir Econ & Policy, Environ Econ & Policy,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Legal Studies, Legal Studies,79,70.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Ops Rsch & Mgmt Sci, Ops Research & Mgmt Sci,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Public Health, Public Health,31,29.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Administered Programs, Social Welfare, Social Welfare,72,68
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Civilizations,4,4
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Ancient Greek & Roman Studies,Classical Languages,4,3.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Art Practice,Art,50,46.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Comparative Literature,Comparative Literature,13,12
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,6,5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,9,8
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,English,English,321,313.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Film and Media,Film,47,45
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,French,French,12,9.833333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,German,German,8,7
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,History of Art,History of Art,38,34.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Italian Studies,Italian Studies,3,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Ancnt Egypt/NE Art & Archae,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Near Eastern Civilizations,3,3
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Middle Eastern Lang & Cultures,Near Eastern Lang & Lit,2,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Music,Music,29,28.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Philosophy,Philosophy,118,112.3333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Rhetoric,Rhetoric,45,39.33333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Scandinavian,Celtic Studies,2,1.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Scandinavian,Scandinavian,2,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,1,0.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,5,3.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,7,6
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Iberian Lang & Lit,2,1.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,5,4
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,7,5.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Dance & Perf Studies,9,7.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Arts & Humanities Division,Theater Dance & Perf Stds,Theater & Perf Studies,35,31.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Integrative Biology,Integrative Biology,33,31
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,12,12
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,26,24
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,4,3.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,12,12
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,14,13
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Astronomy,Astrophysics,12,9
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Environmental Earth Science,2,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Geology,6,5.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,4,3.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Marine Science,2,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Earth & Planetary Science,Planetary Science,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Applied Mathematics,93,82.33333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Mathematics,Mathematics,41,37.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Physics,Physics,74,67.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Math & Phys Sciences Div,Statistics,Statistics,91,76.33333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,African American Studies,African American Studies,3,3
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Anthropology,Anthropology,116,110
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Economics,Economics,265,252.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,2,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Chicano Studies,5,4
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Ethnic Studies,16,13.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Ethnic Studies,Native American Studies,1,1
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,18,16
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Geography,Geography,34,32
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,History,History,114,108
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies,2,2
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,6,6
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,35,33.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Development Studies,27,26.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,7,7
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,32,30
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Interdisc Social Science Pgms,Political Economy,56,52.33333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Linguistics,Linguistics,36,32.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Political Science,Political Science,344,330.3333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Psychology,Psychology,271,259.8333333
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Social Sciences Division,Sociology,Sociology,253,246
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undeclared, Undeclared,Letters & Sci Undeclared,830,830
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,39,38
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,63,61
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,161,155
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Clg of Letters & Science, Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,6,4.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Haas School of Business,Haas School of Business,Business,Business Administration,167,166
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,88,86
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,37,34
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,20,19.5
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,8,7
2015-16,2016 Spring,Spring,Undergraduate,Transfer Entrant,Rausser Clg Natural Resources,Rausser Clg Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,22,21.5
